# x	y	u	v	mask
  0.2462	 10.5099	  0.0000	  0.0000	  0.0000
  0.4017	 10.5099	  0.0000	  0.0000	  0.0000
  0.5572	 10.5099	  0.0000	  0.0000	  0.0000
  0.7128	 10.5099	  0.0000	  0.0000	  0.0000
  0.8683	 10.5099	  0.0000	  0.0000	  0.0000
  1.0238	 10.5099	  0.0000	  0.0000	  0.0000
  1.1793	 10.5099	  0.0000	  0.0000	  0.0000
  1.3348	 10.5099	  0.0000	  0.0000	  0.0000
  1.4903	 10.5099	  0.0000	  0.0000	  0.0000
  1.6458	 10.5099	  0.0000	  0.0000	  0.0000
  1.8013	 10.5099	  0.0000	  0.0000	  0.0000
  1.9568	 10.5099	  0.0000	  0.0000	  0.0000
  2.1123	 10.5099	  0.0000	  0.0000	  0.0000
  2.2679	 10.5099	  0.0000	  0.0000	  0.0000
  2.4234	 10.5099	  0.0000	  0.0000	  0.0000
  2.5789	 10.5099	  0.0000	  0.0000	  0.0000
  2.7344	 10.5099	  0.0000	  0.0000	  0.0000
  2.8899	 10.5099	  0.0000	  0.0000	  0.0000
  3.0454	 10.5099	  0.0000	  0.0000	  0.0000
  3.2009	 10.5099	  0.0000	  0.0000	  0.0000
  3.3564	 10.5099	  0.0000	  0.0000	  0.0000
  3.5119	 10.5099	 -0.0525	 -1.2637	  0.0000
  3.6674	 10.5099	 -0.5438	 -0.1137	  0.0000
  3.8230	 10.5099	 -0.8019	 -0.0297	  0.0000
  3.9785	 10.5099	 -0.8072	 -0.0488	  0.0000
  4.1340	 10.5099	 -0.6438	 -0.0215	  0.0000
  4.2895	 10.5099	 -1.0036	  0.4334	  0.0000
  4.4450	 10.5099	 -0.9154	 -0.0431	  0.0000
  4.6005	 10.5099	 -0.8891	 -0.0970	  0.0000
  4.7560	 10.5099	 -0.8744	 -0.1000	  0.0000
  4.9115	 10.5099	 -0.9641	  0.0293	  0.0000
  5.0670	 10.5099	 -0.7110	 -0.1480	  0.0000
  5.2226	 10.5099	 -0.4682	 -0.5134	  0.0000
  5.3781	 10.5099	 -0.8189	 -0.3153	  0.0000
  5.5336	 10.5099	 -1.1106	  0.1405	  0.0000
  5.6891	 10.5099	 -0.8308	  0.1409	  0.0000
  5.8446	 10.5099	 -1.1034	 -0.3463	  0.0000
  6.0001	 10.5099	 -0.2299	  0.5966	  0.0000
  6.1556	 10.5099	 -0.6858	  0.4957	  0.0000
  6.3111	 10.5099	 -1.0924	  0.1690	  0.0000
  6.4666	 10.5099	 -1.1717	  0.2431	  0.0000
  6.6221	 10.5099	 -1.1128	  0.2881	  0.0000
  6.7777	 10.5099	 -0.9322	 -0.0674	  0.0000
  6.9332	 10.5099	 -1.0479	  0.3219	  0.0000
  7.0887	 10.5099	 -1.0732	  0.4503	  0.0000
  7.2442	 10.5099	 -0.9253	  0.7364	  0.0000
  7.3997	 10.5099	  0.0000	  0.0000	  0.0000
  7.5552	 10.5099	  0.0000	  0.0000	  0.0000
  7.7107	 10.5099	  0.0000	  0.0000	  0.0000
  7.8662	 10.5099	  0.0000	  0.0000	  0.0000
  8.0217	 10.5099	  0.0000	  0.0000	  0.0000
  8.1772	 10.5099	  0.0000	  0.0000	  0.0000
  8.3328	 10.5099	  0.0000	  0.0000	  0.0000
  8.4883	 10.5099	  0.0000	  0.0000	  0.0000
  8.6438	 10.5099	  0.0000	  0.0000	  0.0000
  8.7993	 10.5099	  0.0000	  0.0000	  0.0000
  8.9548	 10.5099	  0.0000	  0.0000	  0.0000
  9.1103	 10.5099	  0.0000	  0.0000	  0.0000
  9.2658	 10.5099	  0.0000	  0.0000	  0.0000
  9.4213	 10.5099	  0.0000	  0.0000	  0.0000
  9.5768	 10.5099	  0.0000	  0.0000	  0.0000
