# x	y	u	v	mask
  0.2905	  9.2552	  0.0000	  0.0000	  0.0000
  0.4565	  9.2552	  0.0000	  0.0000	  0.0000
  0.6225	  9.2552	  0.0000	  0.0000	  0.0000
  0.7886	  9.2552	  0.0000	  0.0000	  0.0000
  0.9546	  9.2552	  0.0000	  0.0000	  0.0000
  1.1206	  9.2552	  0.0000	  0.0000	  0.0000
  1.2866	  9.2552	  0.0000	  0.0000	  0.0000
  1.4526	  9.2552	  0.0000	  0.0000	  0.0000
  1.6186	  9.2552	  0.0000	  0.0000	  0.0000
  1.7846	  9.2552	  0.0000	  0.0000	  0.0000
  1.9507	  9.2552	  0.0000	  0.0000	  0.0000
  2.1167	  9.2552	  0.0000	  0.0000	  0.0000
  2.2827	  9.2552	  0.0000	  0.0000	  0.0000
  2.4487	  9.2552	  0.0000	  0.0000	  0.0000
  2.6147	  9.2552	  0.0000	  0.0000	  0.0000
  2.7807	  9.2552	 -0.5340	 -0.2851	  0.0000
  2.9467	  9.2552	 -1.1942	 -0.4232	  0.0000
  3.1127	  9.2552	 -1.4289	 -0.4935	  0.0000
  3.2788	  9.2552	 -1.4250	 -0.4820	  0.0000
  3.4448	  9.2552	 -1.4840	 -0.4493	  0.0000
  3.6108	  9.2552	 -1.5654	 -0.4139	  0.0000
  3.7768	  9.2552	 -1.5796	 -0.3310	  0.0000
  3.9428	  9.2552	 -1.6154	 -0.2626	  0.0000
  4.1088	  9.2552	 -1.6633	 -0.2131	  0.0000
  4.2748	  9.2552	 -1.7040	 -0.1728	  0.0000
  4.4408	  9.2552	 -1.7176	 -0.1272	  0.0000
  4.6069	  9.2552	 -1.7218	 -0.0821	  0.0000
  4.7729	  9.2552	 -1.7537	 -0.0360	  0.0000
  4.9389	  9.2552	 -1.7784	  0.0123	  0.0000
  5.1049	  9.2552	 -1.7697	  0.0588	  0.0000
  5.2709	  9.2552	 -1.7487	  0.1122	  0.0000
  5.4369	  9.2552	 -1.7208	  0.1528	  0.0000
  5.6029	  9.2552	 -1.7020	  0.1945	  0.0000
  5.7690	  9.2552	 -1.6792	  0.2764	  0.0000
  5.9350	  9.2552	 -1.6968	  0.3627	  0.0000
  6.1010	  9.2552	 -1.6845	  0.4373	  0.0000
  6.2670	  9.2552	 -1.6940	  0.4943	  0.0000
  6.4330	  9.2552	 -1.6506	  0.5403	  0.0000
  6.5990	  9.2552	 -1.5532	  0.4978	  0.0000
  6.7650	  9.2552	 -1.2302	  0.3439	  0.0000
  6.9310	  9.2552	 -0.4132	  0.0943	  0.0000
  7.0971	  9.2552	  0.2131	  2.8791	  0.0000
  7.2631	  9.2552	  0.0000	  0.0000	  0.0000
  7.4291	  9.2552	  0.0000	  0.0000	  0.0000
  7.5951	  9.2552	  0.0000	  0.0000	  0.0000
  7.7611	  9.2552	  0.0000	  0.0000	  0.0000
  7.9271	  9.2552	  0.0000	  0.0000	  0.0000
  8.0931	  9.2552	  0.0000	  0.0000	  0.0000
  8.2592	  9.2552	  0.0000	  0.0000	  0.0000
  8.4252	  9.2552	  0.0000	  0.0000	  0.0000
  8.5912	  9.2552	  0.0000	  0.0000	  0.0000
  8.7572	  9.2552	  0.0000	  0.0000	  0.0000
  8.9232	  9.2552	  0.0000	  0.0000	  0.0000
  9.0892	  9.2552	  0.0000	  0.0000	  0.0000
  9.2552	  9.2552	  0.0000	  0.0000	  0.0000
  0.2905	  9.0892	  0.0000	  0.0000	  0.0000
  0.4565	  9.0892	  0.0000	  0.0000	  0.0000
  0.6225	  9.0892	  0.0000	  0.0000	  0.0000
  0.7886	  9.0892	  0.0000	  0.0000	  0.0000
  0.9546	  9.0892	  0.0000	  0.0000	  0.0000
  1.1206	  9.0892	  0.0000	  0.0000	  0.0000
  1.2866	  9.0892	  0.0000	  0.0000	  0.0000
  1.4526	  9.0892	  0.0000	  0.0000	  0.0000
  1.6186	  9.0892	  0.0000	  0.0000	  0.0000
  1.7846	  9.0892	  0.0000	  0.0000	  0.0000
  1.9507	  9.0892	  0.0000	  0.0000	  0.0000
  2.1167	  9.0892	  0.0000	  0.0000	  0.0000
  2.2827	  9.0892	 -0.0043	  0.1760	  0.0000
  2.4487	  9.0892	 -0.3526	 -0.3246	  0.0000
  2.6147	  9.0892	 -1.2049	 -0.5276	  0.0000
  2.7807	  9.0892	 -1.3287	 -0.5805	  0.0000
  2.9467	  9.0892	 -1.3938	 -0.5786	  0.0000
  3.1127	  9.0892	 -1.4642	 -0.5575	  0.0000
  3.2788	  9.0892	 -1.5392	 -0.5263	  0.0000
  3.4448	  9.0892	 -1.5778	 -0.5182	  0.0000
  3.6108	  9.0892	 -1.6401	 -0.5050	  0.0000
  3.7768	  9.0892	 -1.6738	 -0.4230	  0.0000
  3.9428	  9.0892	 -1.7156	 -0.3368	  0.0000
  4.1088	  9.0892	 -1.7734	 -0.2559	  0.0000
  4.2748	  9.0892	 -1.7979	 -0.1916	  0.0000
