# x	y	u	v	mask
  0.2859	 10.4132	  0.0000	  0.0000	  0.0000
  0.4492	 10.4132	  0.0000	  0.0000	  0.0000
  0.6125	 10.4132	  0.0000	  0.0000	  0.0000
  0.7759	 10.4132	  0.0000	  0.0000	  0.0000
  0.9392	 10.4132	  0.0000	  0.0000	  0.0000
  1.1026	 10.4132	  0.0000	  0.0000	  0.0000
  1.2659	 10.4132	  0.0000	  0.0000	  0.0000
  1.4293	 10.4132	  0.0000	  0.0000	  0.0000
  1.5926	 10.4132	  0.0000	  0.0000	  0.0000
  1.7559	 10.4132	  0.0000	  0.0000	  0.0000
  1.9193	 10.4132	  0.0000	  0.0000	  0.0000
  2.0826	 10.4132	  0.0000	  0.0000	  0.0000
  2.2460	 10.4132	  0.0000	  0.0000	  0.0000
  2.4093	 10.4132	  0.0000	  0.0000	  0.0000
  2.5727	 10.4132	  0.0000	  0.0000	  0.0000
  2.7360	 10.4132	  0.0000	  0.0000	  0.0000
  2.8994	 10.4132	  0.0000	  0.0000	  0.0000
  3.0627	 10.4132	  0.0000	  0.0000	  0.0000
  3.2260	 10.4132	  0.4507	  0.4289	  0.0000
  3.3894	 10.4132	 -0.4983	 -0.2644	  0.0000
  3.5527	 10.4132	  0.1426	 -0.2248	  0.0000
  3.7161	 10.4132	 -0.4134	 -0.3581	  0.0000
  3.8794	 10.4132	 -0.4792	 -0.1560	  0.0000
  4.0428	 10.4132	 -0.9842	  0.2148	  0.0000
  4.2061	 10.4132	 -0.4995	  0.1088	  0.0000
  4.3695	 10.4132	 -0.7012	 -0.0910	  0.0000
  4.5328	 10.4132	 -0.5734	 -0.0679	  0.0000
  4.6961	 10.4132	 -0.4064	 -0.1040	  0.0000
  4.8595	 10.4132	 -0.5451	 -0.1101	  0.0000
  5.0228	 10.4132	 -0.5775	 -0.1234	  0.0000
  5.1862	 10.4132	 -0.5183	 -0.0953	  0.0000
  5.3495	 10.4132	 -0.6434	 -0.0603	  0.0000
  5.5129	 10.4132	 -0.7614	 -0.0311	  0.0000
  5.6762	 10.4132	 -0.8222	 -0.0210	  0.0000
  5.8395	 10.4132	 -0.8417	 -0.0179	  0.0000
  6.0029	 10.4132	 -0.7660	  0.0356	  0.0000
  6.1662	 10.4132	 -0.7896	  0.0290	  0.0000
  6.3296	 10.4132	 -0.7047	  0.0443	  0.0000
  6.4929	 10.4132	 -0.6509	  0.0576	  0.0000
  6.6563	 10.4132	 -0.6838	  0.0679	  0.0000
  6.8196	 10.4132	 -0.6302	  0.0912	  0.0000
  6.9830	 10.4132	 -0.7028	  0.0566	  0.0000
  7.1463	 10.4132	 -0.0700	  0.5326	  0.0000
  7.3096	 10.4132	  0.0000	  0.0000	  0.0000
  7.4730	 10.4132	  0.0000	  0.0000	  0.0000
  7.6363	 10.4132	  0.0000	  0.0000	  0.0000
  7.7997	 10.4132	  0.0000	  0.0000	  0.0000
  7.9630	 10.4132	  0.0000	  0.0000	  0.0000
  8.1264	 10.4132	  0.0000	  0.0000	  0.0000
  8.2897	 10.4132	  0.0000	  0.0000	  0.0000
  8.4531	 10.4132	  0.0000	  0.0000	  0.0000
  8.6164	 10.4132	  0.0000	  0.0000	  0.0000
  8.7797	 10.4132	  0.0000	  0.0000	  0.0000
  8.9431	 10.4132	  0.0000	  0.0000	  0.0000
  9.1064	 10.4132	  0.0000	  0.0000	  0.0000
  9.2698	 10.4132	  0.0000	  0.0000	  0.0000
  9.4331	 10.4132	  0.0000	  0.0000	  0.0000
  9.5965	 10.4132	  0.0000	  0.0000	  0.0000
  9.7598	 10.4132	  0.0000	  0.0000	  0.0000
  9.9232	 10.4132	  0.0000	  0.0000	  0.0000
 10.0865	 10.4132	  0.0000	  0.0000	  0.0000
 10.2498	 10.4132	  0.0000	  0.0000	  0.0000
 10.4132	 10.4132	  0.0000	  0.0000	  0.0000
  0.2859	 10.2498	  0.0000	  0.0000	  0.0000
  0.4492	 10.2498	  0.0000	  0.0000	  0.0000
  0.6125	 10.2498	  0.0000	  0.0000	  0.0000
  0.7759	 10.2498	  0.0000	  0.0000	  0.0000
  0.9392	 10.2498	  0.0000	  0.0000	  0.0000
  1.1026	 10.2498	  0.0000	  0.0000	  0.0000
  1.2659	 10.2498	  0.0000	  0.0000	  0.0000
  1.4293	 10.2498	  0.0000	  0.0000	  0.0000
  1.5926	 10.2498	  0.0000	  0.0000	  0.0000
  1.7559	 10.2498	  0.0000	  0.0000	  0.0000
  1.9193	 10.2498	  0.0000	  0.0000	  0.0000
  2.0826	 10.2498	  0.0000	  0.0000	  0.0000
  2.2460	 10.2498	  0.0000	  0.0000	  0.0000
  2.4093	 10.2498	  0.0000	  0.0000	  0.0000
  2.5727	 10.2498	  0.0000	  0.0000	  0.0000
  2.7360	 10.2498	 -1.4852	  0.2348	  0.0000
  2.8994	 10.2498	  0.0000	  0.0000	  0.0000
  3.0627	 10.2498	 -0.3678	 -0.1230	  0.0000
  3.2260	 10.2498	 -0.6179	 -0.2917	  0.0000
  3.3894	 10.2498	 -0.7209	 -0.3439	  0.0000
  3.5527	 10.2498	 -0.7179	 -0.3031	  0.0000
  3.7161	 10.2498	 -0.5459	 -0.2940	  0.0000
  3.8794	 10.2498	 -0.5799	 -0.0887	  0.0000
  4.0428	 10.2498	 -0.6371	 -0.3609	  0.0000
  4.2061	 10.2498	 -0.7432	 -0.1640	  0.0000
  4.3695	 10.2498	 -0.7808	 -0.1908	  0.0000
  4.5328	 10.2498	 -0.6941	 -0.1958	  0.0000
  4.6961	 10.2498	 -0.5081	 -0.1979	  0.0000
  4.8595	 10.2498	 -0.7622	 -0.1495	  0.0000
  5.0228	 10.2498	 -0.7881	 -0.1681	  0.0000
  5.1862	 10.2498	 -0.6978	 -0.1320	  0.0000
  5.3495	 10.2498	 -0.7611	 -0.0799	  0.0000
  5.5129	 10.2498	 -0.8000	 -0.0372	  0.0000
  5.6762	 10.2498	 -0.8391	 -0.0328	  0.0000
