# x	y	u	v	mask
  0.2088	 11.0162	  0.0000	  0.0000	  0.0000
  0.3655	 11.0162	  0.0000	  0.0000	  0.0000
  0.5221	 11.0162	  0.0000	  0.0000	  0.0000
  0.6787	 11.0162	  0.0000	  0.0000	  0.0000
  0.8354	 11.0162	  0.0000	  0.0000	  0.0000
  0.9920	 11.0162	  0.0000	  0.0000	  0.0000
  1.1486	 11.0162	  0.0000	  0.0000	  0.0000
  1.3052	 11.0162	  0.0000	  0.0000	  0.0000
  1.4619	 11.0162	  0.0000	  0.0000	  0.0000
  1.6185	 11.0162	  0.0000	  0.0000	  0.0000
  1.7751	 11.0162	  0.0000	  0.0000	  0.0000
  1.9318	 11.0162	  0.0000	  0.0000	  0.0000
  2.0884	 11.0162	  0.0000	  0.0000	  0.0000
  2.2450	 11.0162	  0.0000	  0.0000	  0.0000
  2.4016	 11.0162	  0.0000	  0.0000	  0.0000
  2.5583	 11.0162	  0.0000	  0.0000	  0.0000
  2.7149	 11.0162	  0.0000	  0.0000	  0.0000
  2.8715	 11.0162	  0.0000	  0.0000	  0.0000
  3.0282	 11.0162	  0.0000	  0.0000	  0.0000
  3.1848	 11.0162	  0.0000	  0.0000	  0.0000
  3.3414	 11.0162	 -0.5094	  0.0221	  0.0000
  3.4980	 11.0162	 -0.0773	 -0.0905	  0.0000
  3.6547	 11.0162	  0.0631	  0.0032	  0.0000
  3.8113	 11.0162	  0.0168	  0.0481	  0.0000
  3.9679	 11.0162	 -0.4210	  0.6574	  0.0000
  4.1246	 11.0162	  0.4288	  0.5630	  0.0000
  4.2812	 11.0162	  0.3425	 -1.0152	  0.0000
  4.4378	 11.0162	  0.3773	  0.3985	  0.0000
  4.5945	 11.0162	  1.5411	 -0.7125	  0.0000
  4.7511	 11.0162	 -0.5095	  0.7461	  0.0000
  4.9077	 11.0162	  0.7704	 -0.7884	  0.0000
  5.0643	 11.0162	 -0.6610	  0.2914	  0.0000
  5.2210	 11.0162	  0.1360	  0.2996	  0.0000
  5.3776	 11.0162	 -0.2046	  0.0994	  0.0000
  5.5342	 11.0162	 -0.0200	 -0.0420	  0.0000
  5.6909	 11.0162	 -0.0010	  0.2276	  0.0000
  5.8475	 11.0162	 -0.1788	  0.0735	  0.0000
  6.0041	 11.0162	 -0.1457	  0.0823	  0.0000
  6.1607	 11.0162	 -0.1638	  0.0853	  0.0000
  6.3174	 11.0162	 -0.1452	  0.0975	  0.0000
  6.4740	 11.0162	 -0.0547	  0.4241	  0.0000
  6.6306	 11.0162	 -0.4703	  0.1932	  0.0000
  6.7873	 11.0162	 -0.1202	  0.0726	  0.0000
  6.9439	 11.0162	 -0.1576	  0.1012	  0.0000
  7.1005	 11.0162	 -0.0686	  0.0703	  0.0000
  7.2571	 11.0162	 -0.0854	  0.1344	  0.0000
  7.4138	 11.0162	 -0.1534	 -0.1535	  0.0000
  7.5704	 11.0162	  0.6929	 -0.2877	  0.0000
  7.7270	 11.0162	 -0.0425	 -0.1153	  0.0000
  7.8837	 11.0162	  0.0000	  0.0000	  0.0000
  8.0403	 11.0162	  0.0000	  0.0000	  0.0000
  8.1969	 11.0162	  0.0000	  0.0000	  0.0000
  8.3535	 11.0162	  0.0000	  0.0000	  0.0000
  8.5102	 11.0162	  0.0000	  0.0000	  0.0000
  8.6668	 11.0162	  0.0000	  0.0000	  0.0000
  8.8234	 11.0162	  0.0000	  0.0000	  0.0000
  8.9801	 11.0162	  0.0000	  0.0000	  0.0000
  9.1367	 11.0162	  0.0000	  0.0000	  0.0000
